ID,Name,Concepticon_ID,Concepticon_Gloss,Description
choosedecide,"choose, decide",,,
toweavealeiorastrap,to weave (a lei or a strap),,,
beunbuckledsnapofffromwhatitwastiedtoasaropebeknocked,"be unbuckled, snap off from what it was tied to (as a rope), be knocked",,,
tosparkblinkaslightmakeashortintervalasoffallingrainbelighted,"to spark, blink (as light), make a short interval (as of falling rain), be lighted",,,
togowithaccompany,"to go with, accompany",,,
stringthinropeusedtoconnectorsecurethesidesofacanoe,"string, thin rope used to connect or secure the sides of a canoe",,,
toweaveitasalei,to weave it (as a lei),,,
pierceorlanceitofaboilknockitsnapit,"pierce or lance it (of a boil), knock it, snap it",,,
storylegend,"story, legend",,,
makeitdoitbuildit,"make it, do it, build it",,,
becoldcoolshiver,"be cold, cool, shiver",,,
akindofwovencloththathasonlytwostripesandisnotwellwoven,a kind of woven cloth that has only two stripes and is not well woven,,,
keelorbottomofcanoehipofperson,"keel or bottom (of canoe), hip (of person)",,,
thatchrafterofahouse,thatch rafter of a house,,,
clantribetribaldivision,"clan, tribe, tribal division",,,
usuallyhabituallyonly,"usually, habitually, only",,,
makeitintosennit,make it into sennit,,,
sennitrope,sennit rope,,,
hisheranointingoil,his/her anointing oil,,,
oilthebodyanoint,"oil the body, anoint",,,
applylubricanttoitanointit,"apply lubricant to it, anoint it",,,
coconutoilforanointing,coconut oil for anointing,,,
graybackedtern,gray-backed tern,,,
betiredofbesickof,"be tired of, be sick of",,,
beachcrab,beach crab,,,
tomixblendfuse,"to mix, blend, fuse",,,
afishchloruruspulchellus,a fish (_Chlorurus pulchellus_),,,
scrapeitsweepit,"scrape it, sweep it",,,
tobitewiththeteethhuskcoconutsintosmallerlayers,"to bite with the teeth, husk coconuts into smaller layers",,,
scratchrub,"scratch, rub",,,
grinditshaveitcrushit,"grind it, shave it, crush it",,,
grindbegroundshavecrush,"grind, be ground, shave, crush",,,
bigflatrockatseaside,big flat rock at seaside,,,
tiebeamofahouse,tie-beam of a house,,,
bewoundedinjured,"be wounded, injured",,,
beclearseenclearlyrecognized,"be clear, seen clearly, recognized",,,
topickpluckwiththehands,"to pick, pluck with the hands",,,
cutitsliceitapportionit,"cut it, slice it, apportion it",,,
divideintosmallpiecessliceapportionwomanscutterforbananafibers,"divide into small pieces, slice, apportion, woman's cutter for banana fibers",,,
outdoormatcoconutleavesusedasoutdoormat,"outdoor mat, coconut leaves used as outdoor mat",,,
markvisiblesymbol,"mark, visible symbol",,,
alandplantcrinumsp,a land plant (_Crinum_ sp.),,,
broadleafedspiderlilywhitelily,"broad-leafed spider lily, white lily",,,
sententialvocative,(sentential vocative),,,
catchitgrabitcaptureitseizeit,"catch it, grab it, capture it, seize it",,,
toarriveatreachlandatcometoshore,"to arrive at, reach, land at, come to (shore)",,,
thingcaughtbysomeone,thing caught by (someone),,,
drycoconutfiberusedformakingrope,dry coconut fiber used for making rope,,,
tocutatoddytap,to cut a toddy tap,,,
cutitincuttingfortoddy,cut it (in cutting for toddy),,,
toendureberesistantlastlong,"to endure, be resistant, last long",,,
rainrainfallshowerdownpour,"rain, rainfall, shower, downpour",,,
crackitknockitsplitit,"crack it, knock it, split it",,,
huskitskinit,"husk it, skin it",,,
tocrackknocksplit,"to crack, knock, split",,,
lavalavathatcoversadeadpersoncovering,"lavalava that covers a dead person, covering",,,
beextinguishedblottedoutdestroyed,"be extinguished, blotted out, destroyed",,,
totakefreely,to take freely,,,
extinguishitdestroyit,"extinguish it, destroy it",,,
suckitdrawitupofliquid,"suck it, draw it up (of liquid)",,,
putliquidinonesmouthsuckslurp,"put liquid in one's mouth, suck, slurp",,,
behooked,be hooked,,,
fastenwithstraps,fasten with straps,,,
biteorchewit,bite or chew it,,,
burnglow,"burn, glow",,,
bitechewholdsqueeze,"bite, chew, hold, squeeze",,,
lousevermin,"louse, vermin",,,
porpoiseastar,"porpoise, a star",,,
youngshootssurroundinganoldplant,young shoots surrounding an old plant,,,
finofafish,fin of a fish,,,
partsofonesbody,parts of one's body,,,
rubscrubdaub,"rub, scrub, daub",,,
putitawaykeepitstoreit,"put it away, keep it, store it",,,
putawaykeepstore,"put away, keep, store",,,
scoopitoutdipitdrawitwater,"scoop it out, dip it, draw it (water)",,,
spoonscoopertoscoopdipdrawtakeuporoutwithascoop,"spoon, scooper, to scoop, dip, draw, take up or out with a scoop",,,
besharpofedgeshavemanycorners,"be sharp (of edges), have many corners",,,
stronghealthy,"strong, healthy",,,
foreignlanguagespeakaforeignlanguage,"foreign language, speak a foreign language",,,
betiedtiebind,"be tied, tie, bind",,,
tieitbindit,"tie it, bind it",,,
wordlanguagespeech,"word, language, speech",,,
bescrapedswept,"be scraped, swept",,,
betalking,be talking,,,
travelfarflybytheforceofsomeagent,"travel far, fly (by the force of some agent)",,,
happenoccurshowupcome,"happen, occur, show up, come",,,
cometospeaker,come (to speaker),,,
mouthful,mouthful,,,
crowasarooster,crow (as a rooster),,,
beitchyfromeatingrawakindofnonswamptaro,be itchy (from eating raw a kind of nonswamp taro),,,
tobitestingasmosquitoes,"to bite, sting (as mosquitoes)",,,
pushavepus,"pus, have pus",,,
redclayusedasapigmentredclayof,"red clay (used as a pigment), red clay of",,,
skytyphoonrainstormwind,"sky, typhoon, rainstorm, wind",,,
canoerollerfulcrum,"canoe roller, fulcrum",,,
eelsnakeworm,"eel, snake, worm",,,
beraisedwithsupportersberolled,"be raised with supporters, be rolled",,,
atwithdoublingoffollowingconsonant,at (with doubling of following consonant),,,
kindofseashell,kind of sea shell,,,
tongueyourtongue,"tongue, your tongue",,,
makeknotsinropewithoutpullingittight,make knots in (rope) without pulling it tight,,,
lickoreatit,lick or eat it,,,
lickeat,"lick, eat",,,
babylousesecondstageofdevelopment,baby louse (second stage of development),,,
buryit,bury it,,,
burybeburiedhaveafuneral,"bury, be buried, have a funeral",,,
leaveitletitbe,"leave it, let it be",,,
toputthingsdownsetasideleave,"to put things down, set aside, leave",,,
holeopeninghollowplaceburrow,"hole, opening, hollow place, burrow",,,
folditcoverit,"fold it, cover it",,,
foldfoldingcover,"fold, folding, cover",,,
tomisssomeoneorsomethingverymuch,to miss someone or something very much,,,
intototheinlandinward,"into, to the inland, inward",,,
topulltugdrawdragtrail,"to pull, tug, draw, drag, trail",,,
pullituptugonit,"pull it up, tug on it",,,
finishthecentralpointbymeasurement,finish the central point by measurement,,,
centercentralpointbecentered,"center, central point, be centered",,,
dugoutwellonseasideofanislandusedforbathing,dugout well on seaside of an island (used for bathing),,,
befilledwithwaterorliquid,be filled with water or liquid,,,
slightlysuperficially,"slightly, superficially",,,
beabitchillycool,"be a bit chilly, cool",,,
itsoutsideorbackside,its outside or backside,,,
expectitdependonit,"expect it, depend on it",,,
expectitdependuponit,"expect it, depend upon it",,,
beconfidentfeelsecure,"be confident, feel secure",,,
covertheheadandbodywithasheetorcloth,cover the head and body with a sheet or cloth,,,
expectanticipatelookto,"expect, anticipate, look to",,,
toneglectbeuncooperative,"to neglect, be uncooperative",,,
jumpleapspringupstartinsurprise,"jump, leap, spring up, start in surprise",,,
jumporleaponit,jump or leap on it,,,
tobethickclosepackeddense,"to be thick, close packed, dense",,,
bestrongreadytoeatripemature,"be strong, ready to eat, ripe, mature",,,
bethinlackthickness,"be thin, lack thickness",,,
breakbeshatteredbroken,"break, be shattered, broken",,,
shatteredinmanypieces,shattered in many pieces,,,
bestronghardberipeorreadytobepickedasbreadfruit,"be strong, hard, be ripe or ready to be picked (as breadfruit)",,,
beorfeelashamed,be or feel ashamed,,,
thestarsirius,the star Sirius,,,
todriftbeadrift,"to drift, be adrift",,,
preservedbreadfruitpreservedbreadfruitoftomakepreservedbreadfruit,"preserved breadfruit, preserved breadfruit of, to make preserved breadfruit",,,
farmgarden,"farm, garden",,,
becomewiltedgrowweak,"become wilted, grow weak",,,
forgetithaveitsliponesmind,"forget it, have it slip one's mind",,,
rottenspoiledhaveabadsmellstink,"rotten, spoiled, have a bad smell, stink",,,
becomerottenorspoiled,become rotten or spoiled,,,
sitsquatdown,"sit, squat down",,,
befreshgreenaliveasplants,"be fresh, green, alive (as plants)",,,
beverygreen,be very green,,,
berecalledoccurtoonesmind,"be recalled, occur to one's mind",,,
thinkaboutitexpectitrememberit,"think about it, expect it, remember it",,,
tothinkrememberconsiderponderexpect,"to think, remember, consider, ponder, expect",,,
splitcutdividebreakbedispersed,"split, cut, divide, break, be dispersed",,,
scatterdispersebecrackedupbebrokenintopieces,"scatter, disperse, be cracked up, be broken into pieces",,,
bealive,be alive,,,
bescaredofitbeafraidofit,"be scared of it, be afraid of it",,,
becoarseroughasofskin,"be coarse, rough (as of skin)",,,
upperendofapole,upper end (of a pole),,,
thingmeansortoolfororof,"thing, means, or tool for or of",,,
thisthing,this thing,,,
thatthing,that thing,,,
theseasidethebeachside,"the seaside, the beach side",,,
befastswiftspeedy,"be fast, swift, speedy",,,
towatchlookatsomethingguardpeeratsomething,"to watch, look at something, guard, peer at something",,,
ripefermentedsoftwethavepusinascratchorwound,"ripe, fermented, soft, wet, have pus in a scratch or wound",,,
lowtidebelowtidebebailed,"low tide, be low tide, be bailed",,,
openoneseyesariseawake,"open one's eyes, arise, awake",,,
watchhimguardhimpeepathim,"watch him, guard him, peep at him",,,
tohavenauseavomit,"to have nausea, vomit",,,
behealedcuredextinguishedoffireerased,"be healed, cured, extinguished (of fire), erased",,,
bedizzygiddydazed,"be dizzy, giddy, dazed",,,
youngneedlefish,young needlefish,,,
maternaluncle,maternal uncle,,,
oldman,old man,,,
spermhissperm,"sperm, his sperm",,,
undergroundworm,underground worm,,,
begood,be good,,,
birthmarkontheskin,birthmark on the skin,,,
bebusyoccupied,"be busy, occupied",,,
shoutusuallyinalargegroupofpeopleyell,"shout (usually in a large group of people), yell",,,
breakittakeitachildfromitsmother,"break it, take it (a child) from its mother",,,
breakawaydivorce,"break away, divorce",,,
goaheadofit,go ahead of it,,,
infrontof,in front of,,,
sleepwellsleepsoundly,"sleep well, sleep soundly",,,
bebrokenoff,be broken off,,,
vomititup,vomit it up,,,
generousliberalopenhanded,"generous, liberal, open-handed",,,
becrumpledwrinkledrumpled,"be crumpled, wrinkled, rumpled",,,
tocrumplewrinklerumplesomething,"to crumple, wrinkle, rumple (something)",,,
tocrumplewrinklerumplebecrumpled,"to crumple, wrinkle, rumple, be crumpled",,,
spadefish,spade fish,,,
firewoodbigfirewoodthatcanlastalongtime,"firewood, big firewood, that can last a long time",,,
turnoutappearcometoview,"turn out, appear, come to view",,,
betruesurereal,"be true, sure, real",,,
feellikevomiting,feel like vomiting,,,
tastegoodsweettaste,"taste good, sweet taste",,,
tobreakasawavecrushsplit,"to break (as a wave), crush, split",,,
putdownlowerasail,"put down, lower (a sail)",,,
shadebeshaded,"shade, be shaded",,,
becomeshady,become shady,,,
haveitasbait,have it as bait,,,
akindofshark,a kind of shark,,,
tocountnumbercalculate,"to count, number, calculate",,,
plankstrake,"plank, strake",,,
treewithredflowers,tree with red flowers,,,
gapspacebetweentwothings,"gap, space between two things",,,
becutsplitcutoff,"be cut, split, cut off",,,
cutsplit,"cut, split",,,
landafterdrifting,land after drifting,,,
akuleakindoffish,akule (a kind of fish),,,
leanononeside,lean on one side,,,
whitecoconutmeat,white coconut meat,,,
raisedplatformmadeofrocksformeetingplacesorhouses,raised platform made of rocks (for meeting places or houses),,,
sideflank,"side, flank",,,
handfromwristtofingertips,hand (from wrist to fingertips),,,
sticktoit,stick to it,,,
cometolandatafterdrifting,come to land at (after drifting),,,
nameofanisletinwoleai,name of an islet in Woleai,,,
slapitstrikeithititslamit,"slap it, strike it, hit it, slam it",,,
toslapstrikehitslam,"to slap, strike, hit, slam",,,
islet,islet,,,
closeitshutitoff,"close it, shut it off",,,
patchitaholeplugit,"patch it (a hole), plug it",,,
beclosedshut,"be closed, shut",,,
stopperbungcorkplugbeclosedcorkedplugged,"stopper, bung, cork, plug, be closed, corked, plugged",,,
twistitfoldit,"twist it, fold it",,,
tietwistfold,"tie, twist, fold",,,
beachrock,beach rock,,,
tostickholdtosomethingfirmly,"to stick, hold to something firmly",,,
makeleisbytyingflowerstogether,make leis by tying flowers together,,,
slipoutbedisconnectedbestrained,"slip out, be disconnected, be strained",,,
slipoutbedisconnectedstrained,"slip out, be disconnected, strained",,,
hitasaballstrike,"hit (as a ball), strike",,,
hititsweepit,"hit it, sweep it",,,
blowgentlyasabreeze,blow gently (as a breeze),,,
sweepwithabroom,sweep with a broom,,,
floorwoodenfloorfloorboardveranda,"floor, wooden floor, floor board, veranda",,,
bepluggedupconstipatedstoppedup,"be plugged up, constipated, stopped up",,,
bethirsty,be thirsty,,,
branchofatreebough,"branch of a tree, bough",,,
yearsummerseason,"year, summer season",,,
takeahandfulofiteatitclumsily,"take a handful of it, eat it clumsily",,,
takeahandfuleatclumsily,"take a handful, eat clumsily",,,
befinishedcompletedendedconcludedconsumed,"be finished, completed, ended, concluded, consumed",,,
marriageweddingmarrybeunitedwed,"marriage, wedding, marry, be united, wed",,,
bebrokendestroyedcrushedsmashed,"be broken, destroyed, crushed, smashed",,,
breakitdestroyit,"break it, destroy it",,,
tobreakdestroycrushsmash,"to break, destroy, crush, smash",,,
getintroublesuffertheconsequencesofwrongdoing,"get in trouble, suffer the consequences (of wrongdoing)",,,
nightdarkness,"night, darkness",,,
toscrapeofftorubagainst,"to scrape off, to rub against",,,
bescrapedoffberubbedagainst,"be scraped off, be rubbed against",,,
tobendforwardfromthewaistbow,"to bend forward from the waist, bow",,,
bedeceptivecrookedtricky,"be deceptive, crooked, tricky",,,
befrightenedscared,"be frightened, scared",,,
peelitoff,peel it off,,,
stabitslashitgashitcutitchopit,"stab it, slash it, gash it, cut it, chop it",,,
peeloff,peel off,,,
westdownward,"west, downward",,,
childboygirlbaby,"child, boy, girl, baby",,,
togashslashcutsplitchop,"to gash, slash, cut, split, chop",,,
befinishedcompleted,"be finished, completed",,,
turnface,"turn, face",,,
waitforitexpectit,"wait for it, expect it",,,
canoebuildermastercraftsman,"canoe builder, master craftsman",,,
tohitapproachgoaground,"to hit, approach, go aground",,,
becomeflatbeflat,"become flat, be flat",,,
liquidfreshwater,"liquid, fresh water",,,
beginningoriginancestorbasebottomfoundation,"beginning, origin, ancestor, base, bottom, foundation",,,
beginstart,"begin, start",,,
spreadoutasnewsbeannouncedofsomethingthathadbeenlostgetthroughanobjectdiscover,"spread out (as news), be announced (of something that had been lost), get through an object, discover",,,
beembayedcurveinward,"be embayed, curve inward",,,
takeitupwithafork,take it up with a fork,,,
beliftedup,be lifted up,,,
totakeupwithafork,to take up with a fork,,,
beginstartasaprayer,"begin, start (as a prayer)",,,
bayinwardcurvekindofdivination,"bay, inward curve, kind of divination",,,
