PPC	*adoola	‘variety of sweet-husked coconut palm’	Chk atoon, ótoon; Pul yótool, yótoolá-(n); Crl atool; Wol atoole; PCk *adoola; Pon adool	Cf. Yap waqthoel, waqtoel, waqtool ‘a type of tree’.		
PCk	*ma[uú]ta	‘a snapper fish’	Chk mééw ‘sp. of s. f.’; Pul mewow, mewowá-(n) ‘red s. (Lutjanus vaigiensis, L. bohar), red s. of’; Crn meew ‘sp. of s.’; Wol moose ‘a kind of f.’	Cf. also Pon mawd ‘f. sp.’; Ksr (ɔlɔl) mʌta ‘a kind of f.’	Cf. PMc *maawa ‘a fish’, PCMc *maoko ‘a fish’;	It is not clear that the Wol form belongs in this series. 
PCk	*maut[iu]	‘be gray-haired, white-haired’	Chk moy; Pul móóy; Crl mwous, mwousu(l) ‘white hair, become w.-h.’; Wol mousu, mousuusu; PuA moudi.	Cf. Kir maii ‘pale white’.		
PCk	? *mawa	‘give off steam or odor in cooking’	Chk maw, mawe-(n) ‘to steam (as from an earth oven), steaming of’; Pul mawo (sic) ‘be diffused (as odor from cooking)’.			
PCk	*ma-woco, ma-wocooco	‘coals, ashes’	Chk mo-och, mo-oche-(n) ‘hot c., h. c. of’; Pul mó-óRé-(ló) ‘be burned (of wood)’, mó-óRóóRo (sic), mó-óRóóRo-(n) ‘very light-weight a., a. of’; Crl mwó-ósh, (a)-mwmwó-ósh ‘a. (as from a cigarette)’; Crn (a)-mwmwó-óR ‘a. (as from a cigarette)’; Wol móóshoosho ‘a.’			
PCk	*mi[cT]i	‘be deceived, to deceive’	Chk mich ‘be d., fooled, duped, tricked’, michimich ‘be deceiving, duping’, michi-i-(y) ‘to d. him’; Pul mihimih ‘to lie, d.’, mihi-i-(y) ‘to d., lie to (s.o.)’; Crl mis ‘to lie, tell falsehoods’, misimis, misemis ‘be lying’, misi-i-(y) ‘lie to (s.o.)’; Wol misi ‘to lie, cheat, fool’, misi-i-(ye) ‘lie to him’.			
PCk	*miTi, mmiTi	‘shiny’	Chk mmis, misimis ‘be s., glossy, gleaming (as of greased hair’, (e)-mmisi ‘polish it, make it gleam’; Pul mih ‘be bright, s., greasy (as with coconut oil)’; Crl mmis ‘be s., greasy, oily’; Crn mmih ‘be s., greasy, oily’; Wol mmisi ‘be slippery, greasy, smooth’; PuA mmidi ‘be s., smooth, slippery’.	Cf. Ksr mis ‘calm, peaceful, tranquil, quiet’; Ton miti ‘a sauce made from coconut cream’.		
PCk	*mmidi, midimidi	‘slip, slide, slippery’	Chk mit ‘slip, slide, be slick’, mmit ‘slip, slide, glide’, mitimit ‘be slippery, slick’, (e)-mmiti ‘make it slippery’; Pul mit ‘to slip on s.t. wet’, mitimit ‘be slippery’; Crl mmit ‘to slip, slide’, mitimit ‘be slippery’; Wol mmiti ‘to slip’.	Cf. Mrs midij ‘slip’.		
PCk	*moro	‘fiber’	Chk moor, more-(n) ‘thread of coconut husk f., banana fiber, or hibiscus bark, t. of’; Pul moro-(n) ‘fiber(s) of (hair clippings, coconut)’; Wol moro-(li-gosho) ‘one or more separate strings of coconut husk used to make rope’.			
PCk	*mwa-ada, mwa-adaada	‘be quick, fast, active’	Chk mwa-at ‘q., f.’; Pul mwa-at ‘be f.’; Wol mwa-ataate ‘a. or diligent person, be a.’, mwa-ataata-(a) ‘make him a.’	Cf. Pon mwaadaŋ ‘go f., be q., hurry’; Fij maasaa ‘restless, fidgety (of a sick person)’.		
PCk	*mwaali	‘confused, mistaken’	Chk mwmwáán, mwánni-(nó), mwáánni-(nó) ‘err, make a mistake, be wrong’, (á)-mwáánni ‘cause him to be wrong, make it incorrect’; Pul mwáál ‘mistake’; Crl mwáál ‘get lost’; Wol mwaali ‘be misleading, c., get lost’, mwaali-(yase) ‘be c., absentminded, stunned, stupefied’, (ge)-mwaali-(i) ‘mislead him’.		See also PWMc *-ali, -aliali, mwa-aliali ‘circle, circling, dizzy’, PCk *ka-falli ‘be careful of, attend to’.	
PCk	*mwaaŋi	‘twisted, sprained’	Chk mwááŋ, mwááŋi-(n) ‘a sprain, muscle strain, s. of’; Pul mwáŋ (sic) ‘be hurt,annoyed’; Crl mwááŋ ‘be physically strained and aching’; Wol mwaaŋi ‘be t., s., dislocated’; PuA mwaŋi (sic) ‘be crooked’.			
PCk	*mwaare, mware-	‘sweetheart’	Wol mwaare, mware-(i) ‘s., my dear’, (ge)-mware, (ga)mwera-(i) ‘s., lover, my s.’; Uli (ga)-mware; PuA (ka)-mwale.		See PMc *mware ‘shoulder garland’.	
PCk	*mwaca-ni, mwaca-ni-aa	‘to desire, want’	Chk mweche-n ‘to d., w.’, mw eche-n, mweche-ni-(n) ‘a d. or w., a d. for’, mweche-ni-ya ‘unreasonable d., d. for what is not appropriate’, mweche-(yi-nap) ‘ambition, be ambitious’; Pul mweRá-n ‘to w., wish, like, consent’, mweRá-ni-yá ‘be greedy, covetous, mercenary, jealous’; Crl mweshe-l, mwushe-l ‘w., wish, hope for’, mweshe-leyá ‘be greedy, covetous’; Crn mweRe-n and mweRe-ne-yá; Stw meRa-n ‘w.’; Wol mwesha-li ‘to agree, be persuaded’, mwesha-li-yaa ‘be greedy, avaricious, covetous’; PuA mwasa-ni ‘to like, w.’; Sns mwasa-ri ‘w.’	Cf. Fij gace ‘to d. some particular kind of food’, gadre, gadre-va ‘to d., lust after’.		
PCk	*mwacoko	‘to steal’	Chk mwócho ‘to s., be thievish, rascally, wild, untamed’; Mrt wósho; Pul mwóRow ‘be wild, rascally’; Crl mwósho ‘to s., be wild, rascally, untamed (of animals)’; Crn mwóRo ‘to s., be wild, rascally, untamed (of animals)’; Stw mwóRo; Wol mwashogo ‘to s.’, (ge)-mwashogo-(o) ‘make him s.’; PuA mwasoko ‘be greedy, wild, savage’, (lei)-mwasoko ‘thief’.	Cf. Ksr mæsrik ‘sneak, move stealthily’, mæsriki ‘catch or acquire (s.t.) stealthily’.		
PCk	*mwacú, (ka)-mwacú-(ú)	‘be held, caught, to hold, grip’	Chk mwééch, mwéchú-(n) ‘gift to a sweetheart (to hold affection), gift of’, mwéch ‘be held, fastened, stuck, restrained’, (é)mwéchú ‘grasp it, take hold of it, retain it, hold fast to it’, (kké)-mwéch ‘be held, clasped in the hand’, mwéchú-mwéchi-(iti) ‘stick to it, hold fast to it’; Pul (ya)-mwaR ‘to hold, handle, grip, make tight’, (ya)-mwaRú-(ya-) ‘holding or grasping by (s.o.)’, (ka)-mwaR ‘to hold, be careful’; Crl mwash ‘be busy, detained’, mwmwash ‘be stuck and unable to move’, (a)-mwashú-ú-(tiw) ‘to stall (s.o.), to retain (s.o.)’; Wol mwaashú, mwashú- ‘obligation, duty, secret gift to a sweetheart’, mwmwashú ‘get stuck, be held, immovable, caught’, (ge)-mwashú-(ú), (ge)-mwashú-(ú-we ‘hold it, grab it’; PuA (ka)-masú ‘hold it, shut it tight’, (kka)-masú ‘to handle, touch, hold, arrest’.			
PCk	*mwaduko ?	‘tame’	Chk mwótuk ‘be tame (not wild)’; Wol mwatugo ‘to eat, graze (of pigs)’.			
PCk	*mwa-kelekele	‘speckled, variegated’	Chk mwa-keneken ‘be incised, have incised designs, be v., have many colors’; Pul mwa-kelekel ‘be spotted, dotted, s., v.’; PuA mwa-kenekene ‘be v.’	Cf. Saa kele and Ula ’ele ‘somewhat, a little’; Lau gele ‘a little, somewhat’. @Cf. also Kwa kene-a ‘decorate’, kene-si-a ‘decorate, embellish’.		
PCk	*mwa-kilikili	‘tickling or pleasant feeling’	Chk mwe-kinikin ‘t., be tickled’; Crl mwaghilighil ‘be ticklish, react when tickled, to tickle (of an action)’; Crn mwa-ginigin ‘to feel pleasure from sexual intercourse’; Wol mwa-giligili ‘feeling of pleasure (as in sex), t. feeling, be ticklish, feel good’.		See PMc *kuli ‘skin, bark’.	
PCk	*mwakk[iú]	‘bit, chip’	Chk -mwmwék, mwékkú-(n) ‘bit or morsel of mashed food (counting classifier)’; Crl mwákk ‘to be chipped, cracked, split, dented, marked up, defaced, to break off (as a cliff on a hillside), broken off (as a cliff in a landslide)’; Crn mwékk ‘to be chipped, cracked, split, dented, marked up, defaced, to break off (as a cliff on a hillside), broken off (as a cliff in a landslide)’; Wol mwakki ‘pieces that are chipped off from the whole, be chipped off, mwakikki ‘be broken into pieces’.	Cf. Kir kiki-a ‘take out (the contents of a bivalvular shell)’, maa-kiki-na ‘completely removed, exhausted’.	Cf. PCk *makkú ‘break, be in pieces’.	
PCk	*mwa-lie, mwa-lielie	‘speech, talk’	Pul mwa-liya-(n) ‘his s., word, command’, mwáliyáliy ‘word, s., to speak’; Crl mwá-liya-(l) ‘his words, conversation’, mwá-liili ‘speak, converse in a quiet, respectful voice’; Wol mwa-liya-(le) ‘his word, s., t., conversation’, mwa-liyeliye ‘s., t., voice, to speak, t., be talking’.	Cf. Chk (áá)-niini ‘argue violently’.		
PCk	*mwalle	‘sour’	Chk mwmwán ‘be fermented, soured’, (á)-mwánna ‘let it ferment, let it s.’; Pul mwall ‘be bitter, intoxicating, bitterness’, mwalle-(ttik) ‘be extremely bitter or intoxicating’; Crl mwáll ‘be s., tart’, mwálle-(ttigh) ‘be extremely s.’; Crn mwall, mwalle-(ttig); Wol mwanne ‘be s.’; PuA mmane (sic) ‘s., salty’, mwaanni (sic) ‘sourness, to be s.’	Cf. Mok meen ‘bitter’; Mrs méŋ ‘smell or taste s. or bitter’; Ksr mwen ‘bitter’. @Cf. also POc *maliŋ ‘bitter, s., salty’ |(Grace 1969:57).		
PCk	*mwanno	‘desire’	Chk mwóón, mwmwón ‘crave, hunger, have an appetite’, mwónne-(yiti) ‘have a craving, hunger, or appetetie for it’; Pul mwónn ‘like (especially food), have an appetite or fondness’, mwónno-(ló) ‘crave food that is not present’; Crl mwóll ‘to d. s.t. (food or sex partner)’, mwólle-(eti) ‘have d. for (s.t.)’; Crn mwónn ‘to d. s.t.’; Wol mwanno ‘be fond of, like’; PuA mwanno ‘to like too much’.	Cf. Kir mwano, mwanono ‘depressed, indented, having a hollow’.		
PCk	*mwara, mwmwara	‘uncertain, vague’	Chk -mwar, mwaramwar ‘u., v., uncertainly’, mwmwar ‘probably, likely, tentatively’ (adverbial); Pul mwaramwar ‘be in doubt’; Crl (a)mwaramwar ‘to hesitate, to think again before acting’; Wol mware ‘be undecided, neutral, confused’, (ga)-mwera-(a) ‘confuse him’, mwmware ‘to appear, loom up, be barely seen’, mwaare ‘be barely seen’.			
PCk	*mware-faca	‘surgeon fish’	Chk mwáre-fach. mwárá-fach; Pul mware-faaR (sic); Wol mware-fashe ‘kind of fish’.			
PCk	*mwa-úcúúcú or *mwa-icúicú	‘to shake’	Chk mwé-wúch ‘be startled (as by a sudden noise)’, mwé-wúchúúch ‘jiggle up and down’, mwa-wúchúúch ‘flap, wave, bounce up and down’; Crl mwa-yútch ‘to s. from a major event (as an earthquake)’, mwa-ishúúsh ‘to sway or s. (as a tree in the wind)’; Crn mwa-iRúúR ‘to sway or s. (as a tree in the wind)’; Wol mwa-wúshúúshú ‘be moving, shaking’.		See PMc *ucuucu, ucu-ki ‘shake’. Cf. PCk *maa-yi-rúú ‘be startled, surprised’.	
PCk	? *mwaút[iú]	‘to sink’	Chk mwo, mwmwo ‘be sunk, submerged, drowned’, mwoomwo ‘s. by degrees’; Pul mwééyi-(ló) ‘sink (as a canoe)’; Crl mwoo- ‘s., lower oneself down, mwois, mwoisi-(ló) ‘to sink’; Wol mweúsú ‘s. down, sunken, set down’.	Cf. Pon mwowmwow ‘to douche’, mwaw-(r) ‘to douche (s.t.)’; Kir mwaro ‘to s.’, mwaroro ‘to subside, lull’; Sam goto ‘s., founder’.	Cf. PMc *maaso, masoso ‘to sit’.	
PCk	*mweale	‘large shell’	Chk mweyán ‘a food made from mashed chunks of breadfruit, banana, or taro that have been boiled in a tridachna s.’, mweyáne-e-(y) ‘prepare it by boiling in a tridachna s.’; Pul mweyál, mweyel, mweyele-(n) ‘helmet s., h. s. of’; Wol mweyale ‘helmet s.’			
PCk	*mwel[ie]	‘sheet (of sailing canoe)’	Chk mween, mweni-(n) ‘main s. (of sailing canoe), m. s. of’, (wáá-ni)-mwen ‘stringer connecting the outrigger booms at a point centrally located over the hull of a sailing canoe and serving as a block around which to run the main s.’; Pul mweel, #mweele-(n) ‘s., line controlling angle of sail, s. of’; Crl mweel ‘line leading to pulley attached to lower boom on a sailing canoe, used to adjust the sail’; Wol mweeli, #mweeli- ‘rope used on canoe to control sail’, mweli ‘to tie, bind, fasten’.			Note the ee and e of the Chk forms are unexpected for a stem vowel i and suggest that the Chk forms result from borrowing from another Chuukic language.
PCk	*mwe[ln]úa	‘Alocasia taro’	Chk mwúnú, #mwúnúú-(n) ‘a variety of giant dry-land A. t., t. of’; Wol mwélúwe ‘a kind of t.’; PuA monúa (sic) ‘a wild t.’			
PCk	*mweŋ[ae]ya	‘sibling of opposite sex’	Chk mwoŋeya- ‘brother of a woman’, mwoŋeyaŋ ‘be brother and sister’; Mrt mwoŋeya-; Pul mwéŋeya-, mwéŋeyáŋ; Crl mweŋeya-; Stw mweŋeya-; Wol mwaŋeya-; PuA mayaŋa |(<*maŋaya); Sns meyaŋa |(<*meŋaya).			Note that Jackson (1986:230, fn. 5) reconstructs PMc *mwaŋea.
PCk	? *mwewu	‘pile, group, assemblage’	Chk mw u, mw uu-(to) ‘be assembled, be a. hither’; Pul mweey ‘p. (as of several hundred coconuts)’, -mwey ‘counting classifier for piles of coconuts’; Crn (a)-mwey ‘to p. things up’, (a)-mweya ‘gather and p. (things) up (as coconuts)’; Wol mwééú ‘group, a.’, -mweú ‘counter for groups of things’.			
PCk	*mwia, mwiamwia	‘asthma, be short of breath’	Chk mwiiy, mwiya-(n) ‘cough, his c.’, wiyemwi ‘a., breathlessness, serious coughing’; Pul mwiyamwiy ‘have a.’; Crl mwi ‘be panting, m out of breath’; Wol mwiyemwiye ‘perspiration, sweat, to sweat’.			
PCk	*mwiica	‘meeting’	Chk mwiich, mwiiche-(n) ‘meeting, gathering of people for any purpose, group, team, m. of’; Pul mwiiR, mwiirá-(n) ‘meeting, group of people meeting, council, m. of’; Crl mwiish ‘meeting, conference, person present at a meeting, witness’; Crn mwiiR ‘meeting, conference, person present at a meeting, witness’.	Cf. Wol mwúchchú ‘to go, visit’.		
PCk	*mwiri-i-dupwu	‘after setting (of sun or moon)’	Chk mwiri-i-tupw ‘afterglow in sky following sunset’; Wol mwiri-t-tubu <*mwiri-li-tubu ‘after moon-set’.		See PWMc *mwuri‘behind’, PCk *dupwu3 ‘set (of sun), go down’. These may be independent constructions from the same roots.	
PCk	*mwmwele	‘able’, *ta-mwmwele ‘not a., sick’	Chk mwmwen ‘be done, finished (as with eating), be up to what it should be’, se-mwmwen, -mwmweni-(n) ‘sickness, sick, s. of’ (lit. ‘not good’); Pul mwmwén ‘be a.’; Crl mwmwel ‘a., capable’, se-mwmwel ‘not a.’; Wol mwmwele ‘be possible, a., good’, ta-mwmwele ‘be impossible, incorrect, wrong, unable’.			
PCk	*mwo	‘emphasis marker’	Chk mwo ‘for now, for the time, instead, at that time (adverbial), even (Eyiwe mwo "even Eyiwe")’; Crl (ii) mwo ‘even he’; Wol mwo ‘even, indeed, for the moment (adverbial)’; PuA mwo ‘too, again, yet (emphasis marker)’.			
PCk	*mwocco	‘surgeon fish’	Chk mwooch ‘kind of s. f.’; Pul mwoch, mwocho-(y) (sic) ‘a kind of small lagooon f., f. of’; Crl mwotch, mwutch ‘small sp. of s. f. (Acanthurus aliala)’; Wol mwochcho ‘a kind of f.’			
PCk	*mwor[ae]	‘strong wind’	Chk mwoor, mwore-(n) ‘s. w., windy condition. s. w. of’, mwor ‘be windy, be a s. w., be made rough by the w.’, mworo-(tá) ‘get rougher or windier’; Pul mor (sic) ‘blow (of wind)’, moro-(ló) (sic) ‘blow itself out (of a storm)’; Crl mwoor ‘s. w., gale’; Wol mwoore, mor[a,e]- ‘wind-storm’, mwore ‘be a s. w.’	Cf. Kir mwee ‘blow gently’; Wol mwooragi ‘breeze, light or gentle wind’.	Cf. PMc *maura ‘a cold or cough, breathe hard’.	
PCk	*mworo	‘to fall’	Chk mwor, mwmwor, mworo-(tiw) ‘f. or drop of its own accord (as ripe fruit)’, mworomwor ‘be strewn with crumbs or grains of sand, trickle (of grainy things)’; Pul mor (sic) ‘f. (as breadfruit)’; Crl mwor ‘to f. out, f. down, to shed (of leaves)’, mworomwor ‘to f. (as rain or fruit from a tree)’; Wol mworo, mworomworo ‘to f. (as breadfruit or false teeth), drop down, be fallen’, (ga)-mworo-(o) ‘let it f.’	Cf. Pon mwɛr ‘f. in quantity (as rain or fruit)’; Mrs mwéd ‘lose leaves (of trees), lose hair’; Kir mwoi ‘ripe coconut ready to drop, be ready to drop’.		
PCk	*mwúccú	‘finished’	Chk mwúúch, mwmwúch ‘be f., terminated’; Pul mwúcc ‘be f., used up (as a tape)’; Crl mwútch ‘be ended’; Wol mwúchchú ‘complete’.	Cf. Fij mudu ‘cut off, ceased, ended’, musu, musu-ka ‘break off, cut crosswise’, and gudu, gudu-va, gutu, gutu-va ‘to cut off, sever’; PEO *mutu ‘cut off’ |(Geraghty (1983). 	Cf. PMc *mwotu ‘ended, finished’.	
PCk	*mwuko	‘slow growing’	Chk mwuk ‘be s. in g. (of persons and plants)’, mwuko-(nó) ‘have lived a long time’, (áte)-mwuk ‘male dwarf’, (péréé)-mwuk ‘a dwarf, be dwarfed’; Pul mwuk ‘grow slowly (as child or plant), be older (as people)’; Crl mwugh, mwughu-(ló) ‘grow slowly, be small in size’, (li)-mwugh ‘person who does not grow normally’; Crn mwug ‘old, ancient, aged (of people)’, (li)-mwug ‘person who does not grow normally’.			
PCk	*mwuu, mwuu-n[ae], kka-mwuu-n[ae]	‘that, those (near person addressed)’	Chk (e)mwuu-n, (e)-kke-mwuu-n; Mrt -mwu, -mwuu-n; Pul (i)-mwu, (i)-kko-mwu, (i)-ko-mwuu-n ‘there (very near person addressed)’; Crl (i)-mwu, (i)-mwuu-l ‘that one (close to hearer), that one (close to hearer, emphatic)’; Crn (i)-mwu, (i)-mwuu-n ‘that one (close to hearer), that one (close to hearer, emphatic)’; Wol (i)-mwuu, (i)-mwuu-le, (i)-kke-mwuu, (i)-kke-mwuu-le ‘that, those (near you, pointing)’.	Cf. Pon mwo ‘that one, there (away from you and me)’.		
PCk	*na-	‘feminine prefix (with personal names of women)’	Chk na-, ná-, ne-, né-, nonó-; Pul na-, ná-, ne-; Wol la-.	Cf. POc *na- ‘common noun marking prefix’; Fij na-; Bug na-; Lak la- < PNak *na-.		
PCk	*naa, [ei]-naa, [ei]-kka-naa, kka-naa	‘that (by you), those’	Chk (e)-na, na, (e)kka)-na, (kka)-na; Pul (ye)-na, na, (kke)-na; Crl (i)-la; Crn (i)-na; Wol (i)-laa, (i-kke)-laa; PuA (i)-na.	Cf. Kir anne ‘that (not far away)’.		
PCk	*naana, kka-naana	‘that, those’	Chk (e)-naan, naan ‘that (at some distance from speaker and addressee but visible)’, (e)-kka-naan, kka-naan ‘those’; Pul (ye)-naan, naan; Crl (i)-laal, (i)-kke-laal; Crn (i)-naan; Wol (i)-laale, laale, (i)-kke-laale, kke-laale.			
PCk	*nata	‘hole, pit’	Chk naas, nase-(n) ‘h., p., h. of’; Pul nah (sic), náhá-(n); Crl laas; Crn naah; Wol laate ‘ditch’, #laata-(a) ‘change it into a ditch’.			
PCk	*nekú, nnekú, nekúnekú	‘tight’	Chk nnúk ‘be t.’, núkú-ú-(w) ‘tighten, make firm’, (é)-núkúnúk ‘tightening, making t.’, (é)-núkunúkú ‘make it t.’, (émwéchú) núkú-(n) ‘learn it by heart’ (lit. ‘hold it tightly’); Pul nékénék ‘be t., steady, firm, taut’, nékú ‘to tighten’; Crl llégh ‘be t. (of knot or screw), be t. fitting, be firmly muscled’, léghélégh ‘be strongly built, well constructed’; Crn nnég ‘be t. (of knot or screw)’; Wol legúlegú ‘pull to make t., tie’, legúlegú-ú-(we) ‘pull it t.’		Cf. PPC *nekú, nekúnekú ‘store, put away’, PMc *l[iu]ku ‘trust, believe, be confident’.	
PCk	*nii, nnii, niinii	‘strike, kill’	Chk ninni ‘be assaulted, to assault, k.’, nnii-(y) ‘s., beat, or smite him’; Mrt nni ‘hit, k.’, nnii-(ko) ‘hit you’; Pul ni ‘s., hit, k.’, nii-(y) ‘s. him’, nii-ni ‘to hit, k., murder’; Crl lli ‘to hit, beat Crn nni ‘to hit, beat’, lii-(y) ‘to hit (s.o.)’; Stw niini ‘to k.’, lii-(y) ‘k. him’; Wol lii-(ye) ‘k. it, beat it’, nnii, ninnii-(ye), lii-li ‘engage in beating, hitting, killing’; PuA nii ‘k. it, hit it’.	Cf. Ksr uni ‘hit or k. (s.o.), ɛnwʌk ‘fight, k., hit, s.’		
